id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2454970717.0,2.0,0.0,0.0,288,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2454970749.0,2.0,0.0,0.0,107,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2455158301.0,658.0,0.0,0.0,107,0.0,0.0,10.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2455158337.0,854.0,0.0,0.0,288,0.0,0.0,10.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2454882099.0,1.0,0.0,0.0,288,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'PlayerPosition', 'CaptainPlayerId', 'InvolvedPlayers', 'TeamPlayerFormation', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2454886021.0,1.0,0.0,0.0,107,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'JerseyNumber', 'InvolvedPlayers', 'PlayerPosition', 'TeamFormation', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2454970881.0,3.0,0.0,0.0,288,52.605000000000004,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'PassEndX', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,407949.0,36.54,39.916000000000004,,,,,,,,,,99.0,Vítor Oliveira,False,Braga,Vitoria de Guimaraes,-0.004268819999999998
2454970911.0,4.0,0.0,2.0,288,36.330000000000005,41.14,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'Angle', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,322689.0,26.880000000000003,49.980000000000004,,,,,,,,,,10.0,André Horta,False,Braga,Vitoria de Guimaraes,-0.00261342
2454971017.0,5.0,0.0,5.0,288,27.51,49.57200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Length', 'Chipped', 'Longball', 'Angle', 'Zone', 'PassEndY']","[91, 120, 124, 128, 36, 38, 217, 218]",True,422882.0,70.77000000000001,16.252,,,,,,,,,,4.0,Sikou Niakaté,True,Braga,Vitoria de Guimaraes,
2454971113.0,3.0,0.0,10.0,107,25.935,51.136,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'PassEndX', 'HeadPass', 'Length']","[91, 117, 30, 139, 36, 38, 215, 218]",True,444827.0,34.755,49.504000000000005,,,,,,,,,,,,False,Braga,Vitoria de Guimaraes,0.0016808000000000014
2454971131.0,4.0,0.0,12.0,107,36.12,49.776,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,70967.0,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2454971363.0,5.0,0.0,12.0,107,44.1,50.79600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'PassEndY', 'Zone']","[91, 119, 117, 30, 36, 37, 216, 218]",True,70967.0,56.385000000000005,64.804,,,,,,,,,,,,False,Braga,Vitoria de Guimaraes,0.0004446799999999994
2454971405.0,6.0,0.0,18.0,107,63.839999999999996,61.2,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'PassEndX', 'Angle']","[91, 119, 117, 30, 35, 37, 216, 218]",True,430413.0,61.005,61.404,,,,,,,,,,,,False,Braga,Vitoria de Guimaraes,-0.002714640000000001
2454971473.0,7.0,0.0,19.0,107,61.005,61.404,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'PassEndX', 'PassEndY']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,70967.0,71.4,64.87200000000001,,,,,,,,,,,,False,Braga,Vitoria de Guimaraes,0.006485330000000001
2454971575.0,8.0,0.0,21.0,107,75.495,64.87200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'LeftFoot', 'Zone', 'PassEndX', 'Cross', 'Angle', 'Length']","[91, 119, 138, 125, 36, 38, 217, 218]",True,444827.0,93.03,41.208000000000006,,,,,,,,,,,,True,Braga,Vitoria de Guimaraes,0.08682973
2454971587.0,9.0,0.0,24.0,107,93.03,41.208000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,276037.0,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2454971975.0,7.0,0.0,28.0,288,5.1450000000000005,29.240000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'GoalKick', 'Length', 'Zone']","[91, 117, 30, 36, 37, 215, 218]",True,296521.0,16.485,58.480000000000004,,,,,,,,,,1.0,Matheus,False,Braga,Vitoria de Guimaraes,-0.0006246700000000008
2454972001.0,8.0,0.0,30.0,288,16.485,58.480000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Angle', 'Length', 'PassEndY', 'Zone']","[91, 118, 120, 29, 36, 37, 216, 218]",True,422882.0,35.49,62.628,,,,,,,,,,4.0,Sikou Niakaté,False,Braga,Vitoria de Guimaraes,
2454972063.0,11.0,0.0,34.0,107,66.045,2.3800000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,['Zone'],"[91, 101, 56]",True,135638.0,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2454972265.0,10.0,0.0,40.0,288,34.125,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'ThrowIn', 'Zone', 'Length', 'PassEndX']","[91, 212, 35, 38, 215]",True,140118.0,21.315,52.156000000000006,,,,,,,,,,6.0,Nuno Sequeira,False,Braga,Vitoria de Guimaraes,-0.0003527700000000005
,,0.0,40.0,288,21.315,52.156000000000006,,,Carry,,,,,422882.0,23.415000000000003,49.776,,,,,,,,,,4.0,Sikou Niakaté,False,Braga,Vitoria de Guimaraes,0.0005892200000000014
2454972393.0,11.0,0.0,42.0,288,23.415000000000003,49.776,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'Zone', 'Length']","[91, 117, 30, 36, 38, 215, 218]",True,422882.0,28.035,29.92,,,,,,,,,,4.0,Sikou Niakaté,False,Braga,Vitoria de Guimaraes,0.0013107199999999996
2454972501.0,12.0,0.0,44.0,288,28.035,29.852,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'Angle', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,381792.0,33.495,15.028000000000002,,,,,,,,,,8.0,Al Musrati,False,Braga,Vitoria de Guimaraes,-0.0007288599999999996
2454972545.0,13.0,0.0,47.0,288,33.495,15.028000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndY', 'PassEndX', 'Length']","[91, 117, 30, 37, 215, 218]",True,363935.0,33.495,29.308000000000003,,,,,,,,,,3.0,Vítor Tormena,False,Braga,Vitoria de Guimaraes,0.0007288599999999996
2454972597.0,14.0,0.0,49.0,288,34.230000000000004,30.328000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'PassEndY', 'Zone', 'Length', 'Chipped', 'PassEndX', 'Angle']","[91, 120, 124, 128, 36, 37, 216, 218]",True,381792.0,68.775,68.0,,,,,,,,,,8.0,Al Musrati,True,Braga,Vitoria de Guimaraes,
2454973075.0,14.0,1.0,4.0,107,33.18,0.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'Angle', 'ThrowIn', 'PassEndX']","[91, 212, 36, 37, 215]",True,447235.0,34.44,19.516000000000002,,,,,,,,,,,,False,Braga,Vitoria de Guimaraes,0.0013280300000000009
2454973085.0,15.0,1.0,6.0,107,34.86000000000001,19.924000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,70967.0,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2454973213.0,16.0,1.0,9.0,288,72.24,49.164,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndX', 'PassEndY', 'Angle']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,407949.0,71.19,37.264,,,,,,,,,,99.0,Vítor Oliveira,False,Braga,Vitoria de Guimaraes,-0.0002709099999999992
2454973225.0,17.0,1.0,10.0,288,71.505,36.108000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,300483.0,,,,,,,,,,,,23.0,Simon Banza,,Braga,Vitoria de Guimaraes,
2454973305.0,18.0,1.0,10.0,288,71.505,36.108000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'Length', 'PassEndX']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,300483.0,77.385,29.240000000000002,,,,,,,,,,23.0,Simon Banza,False,Braga,Vitoria de Guimaraes,0.0
2454973439.0,19.0,1.0,12.0,288,77.385,29.104,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'Zone', 'PassEndY']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,283362.0,83.79,33.932,,,,,,,,,,45.0,Iuri Medeiros,False,Braga,Vitoria de Guimaraes,0.01126177
,,1.0,12.0,288,83.79,33.932,,,Carry,,,,,300483.0,84.73500000000001,35.36,,,,,,,,,,23.0,Simon Banza,False,Braga,Vitoria de Guimaraes,0.0
2454973455.0,20.0,1.0,13.0,288,84.73500000000001,35.36,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'Offensive', 'OppositeRelatedEvent', 'Zone']","[91, 63]",True,300483.0,,,,,,,,,,,,23.0,Simon Banza,,Braga,Vitoria de Guimaraes,
2454973447.0,16.0,1.0,13.0,107,20.265,32.64,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Foul', 'OppositeRelatedEvent', 'Defensive', 'Zone']",[64],False,408432.0,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2454973583.0,17.0,1.0,21.0,107,0.0,0.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Card,Successful,"['Foul', 'Yellow']",[65],False,408432.0,,,"{'value': 31, 'displayName': 'Yellow'}",,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2454976705.0,21.0,2.0,52.0,288,85.05,34.068000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",MissedShots,Successful,"['GoalMouthZ', 'Zone', 'GoalMouthY', 'LeftFoot', 'OutOfBoxCentre', 'DirectFreekick']","[91, 7, 10, 88, 2, 5, 13]",True,283362.0,,,,4.2,56.8,True,,,,,,45.0,Iuri Medeiros,,Braga,Vitoria de Guimaraes,
2454978071.0,19.0,3.0,24.0,107,4.41,36.108000000000004,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['MissHigh', 'PassEndX', 'Longball', 'GoalKick', 'Length', 'Angle', 'Zone', 'Chipped', 'PassEndY']","[91, 120, 124, 128, 36, 37, 216, 218]",True,107158.0,55.964999999999996,64.05600000000001,,,,,,,,,,,,True,Braga,Vitoria de Guimaraes,
2454978129.0,24.0,3.0,27.0,288,52.29,3.808,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndX', 'Length', 'Angle', 'HeadPass', 'PassEndY']","[91, 120, 29, 139, 36, 38, 217, 218]",True,395940.0,78.54,0.0,,,,,,,,,,70.0,Fabiano,True,Braga,Vitoria de Guimaraes,
2454978983.0,22.0,3.0,42.0,107,26.46,68.0,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Zone', 'Angle', 'Length', 'PassEndY', 'ThrowIn']","[91, 212, 36, 38, 216]",True,444827.0,41.895,63.85200000000001,,,,,,,,,,,,False,Braga,Vitoria de Guimaraes,
2454979017.0,23.0,3.0,48.0,107,44.83500000000001,62.016000000000005,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Offensive', 'Zone', 'Foul', 'OppositeRelatedEvent']","[91, 63]",True,380620.0,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2454979033.0,26.0,3.0,48.0,288,60.165,5.984000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Defensive', 'Zone', 'OppositeRelatedEvent', 'Foul']",[64],False,363935.0,,,,,,,,,,,,3.0,Vítor Tormena,,Braga,Vitoria de Guimaraes,
2454979275.0,24.0,3.0,57.0,107,39.69,62.628,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'FreekickTaken', 'Angle', 'Length', 'PassEndY', 'PassEndX']","[91, 117, 30, 132, 35, 38, 216, 218]",True,444827.0,38.325,43.79200000000001,,,,,,,,,,,,False,Braga,Vitoria de Guimaraes,0.0014290699999999993
2454979395.0,25.0,3.0,58.0,107,41.160000000000004,40.392,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Angle', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,135638.0,38.115,19.380000000000003,,,,,,,,,,,,False,Braga,Vitoria de Guimaraes,6.527999999999916e-05
2454979549.0,26.0,4.0,3.0,107,39.58500000000001,9.316,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Longball', 'Angle', 'Length', 'Zone', 'PassEndY', 'Chipped']","[91, 120, 124, 128, 36, 37, 217, 218]",True,351604.0,77.175,17.408,,,,,,,,,,,,True,Braga,Vitoria de Guimaraes,
2454979539.0,27.0,4.0,4.0,288,26.040000000000003,49.776,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'HeadPass', 'Zone', 'PassEndY', 'Angle']","[91, 117, 30, 139, 36, 37, 216, 218]",True,140118.0,36.330000000000005,50.592000000000006,,,,,,,,,,6.0,Nuno Sequeira,False,Braga,Vitoria de Guimaraes,0.00058186
,,4.0,4.0,288,36.330000000000005,50.592000000000006,,,Carry,,,,,322689.0,35.49,52.7,,,,,,,,,,10.0,André Horta,False,Braga,Vitoria de Guimaraes,-0.002096839999999999
2454979557.0,28.0,4.0,5.0,288,35.49,52.7,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,322689.0,,,,,,,,,,,,10.0,André Horta,,Braga,Vitoria de Guimaraes,
2454979613.0,29.0,4.0,6.0,288,35.49,52.7,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'Length', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,322689.0,33.18,59.636,,,,,,,,,,10.0,André Horta,False,Braga,Vitoria de Guimaraes,-0.0023706000000000005
2454979667.0,30.0,4.0,8.0,288,33.285000000000004,59.50000000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'Length', 'Zone', 'PassEndX', 'PassEndY', 'Chipped', 'Angle']","[91, 120, 124, 128, 36, 37, 216, 218]",True,140118.0,65.10000000000001,64.87200000000001,,,,,,,,,,6.0,Nuno Sequeira,True,Braga,Vitoria de Guimaraes,
2454979775.0,27.0,4.0,9.0,107,44.31,1.972,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndY', 'Zone', 'Angle', 'PassEndX', 'Length']","[91, 94, 95, 216]",True,351604.0,49.035000000000004,0.0,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2454979907.0,32.0,4.0,13.0,288,56.49,68.0,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Zone', 'Length', 'PassEndY', 'ThrowIn', 'Angle']","[91, 212, 36, 38, 217]",True,127130.0,77.385,65.212,,,,,,,,,,21.0,Ricardo Horta,True,Braga,Vitoria de Guimaraes,
2454980011.0,29.0,4.0,15.0,107,27.825000000000003,3.128,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Zone', 'Length', 'PassEndY', 'Angle', 'PassEndX']","[91, 94, 95, 215]",True,351604.0,27.825000000000003,0.0,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2454980167.0,34.0,4.0,22.0,288,78.33,68.0,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'PassEndX', 'ThrowIn', 'Length']","[91, 212, 36, 38, 217]",True,127130.0,90.09,51.272000000000006,,,,,,,,,,21.0,Ricardo Horta,True,Braga,Vitoria de Guimaraes,0.019448629999999998
,,4.0,22.0,288,90.09,51.272000000000006,,,Carry,,,,,300483.0,88.30499999999999,52.156000000000006,,,,,,,,,,23.0,Simon Banza,False,Braga,Vitoria de Guimaraes,0.0
2454980207.0,35.0,4.0,24.0,288,88.30499999999999,52.156000000000006,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'Length', 'PassEndX']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,300483.0,80.22000000000001,48.144,,,,,,,,,,23.0,Simon Banza,False,Braga,Vitoria de Guimaraes,-0.012117899999999997
2454980265.0,36.0,4.0,25.0,288,78.855,48.21200000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Angle', 'Length', 'PassEndX']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,127130.0,78.96000000000001,41.752,,,,,,,,,,21.0,Ricardo Horta,False,Braga,Vitoria de Guimaraes,0.0065612399999999994
,,4.0,25.0,288,78.96000000000001,41.752,,,Carry,,,,,407949.0,76.965,40.93600000000001,,,,,,,,,,99.0,Vítor Oliveira,False,Braga,Vitoria de Guimaraes,-0.01126177
2454980291.0,37.0,4.0,27.0,288,76.965,40.93600000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,407949.0,,,,,,,,,,,,99.0,Vítor Oliveira,,Braga,Vitoria de Guimaraes,
2454980375.0,38.0,4.0,28.0,288,70.665,37.128,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'Length', 'Zone']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,381792.0,70.98,16.592,,,,,,,,,,8.0,Al Musrati,False,Braga,Vitoria de Guimaraes,0.00016371999999999914
2454980517.0,39.0,4.0,30.0,288,70.98,15.708000000000002,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'RightFoot', 'Angle', 'ShotAssist', 'Cross', 'PassEndY', 'Chipped', 'IntentionalAssist', 'Zone', 'Length', 'KeyPass']","[91, 119, 123, 137, 124, 125, 40, 41, 36, 37, 217, 218]",True,395940.0,89.88,38.148,,,,,,,,,,70.0,Fabiano,True,Braga,Vitoria de Guimaraes,0.08403581
2454980525.0,40.0,4.0,32.0,288,89.88,38.148,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",MissedShots,Successful,"['Head', 'Zone', 'BoxCentre', 'Assisted', 'GoalMouthY', 'GoalMouthZ', 'IntentionalAssist', 'RelatedEventId', 'RegularPlay']","[91, 7, 90, 10, 88, 1, 3, 14]",True,300483.0,,,,11.1,59.2,True,39.0,395940.0,,,,23.0,Simon Banza,,Braga,Vitoria de Guimaraes,
2454981375.0,32.0,4.0,51.0,107,2.94,28.900000000000002,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'Length', 'Chipped', 'PassEndX', 'MissHigh', 'Zone', 'Angle', 'GoalKick', 'PassEndY']","[91, 117, 124, 127, 36, 38, 216, 218]",True,107158.0,41.160000000000004,3.5360000000000005,,,,,,,,,,,,True,Braga,Vitoria de Guimaraes,0.0018521100000000006
2454981395.0,33.0,4.0,52.0,107,41.79,3.4000000000000004,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Zone', 'Angle', 'Length', 'HeadPass', 'PassEndX']","[91, 120, 29, 139, 36, 37, 216, 218]",True,447235.0,58.905,9.248000000000001,,,,,,,,,,,,True,Braga,Vitoria de Guimaraes,
2454981389.0,43.0,4.0,55.0,288,64.47,53.108,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,127130.0,,,,,,,,,,,,21.0,Ricardo Horta,,Braga,Vitoria de Guimaraes,
2454981405.0,44.0,4.0,55.0,288,64.47,53.108,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'PassEndY', 'Length', 'Angle', 'PassEndX']","[91, 120, 29, 35, 38, 216, 218]",True,127130.0,55.545,47.940000000000005,,,,,,,,,,21.0,Ricardo Horta,False,Braga,Vitoria de Guimaraes,
2454981475.0,34.0,4.0,55.0,107,47.775,19.652,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,['Zone'],"[91, 101, 56]",True,380620.0,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2454981373.0,42.0,4.0,55.0,288,53.445,54.400000000000006,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'HeadPass', 'PassEndY', 'Angle', 'Length', 'PassEndX']","[91, 119, 117, 30, 139, 36, 38, 216, 218]",True,140118.0,64.68,52.97200000000001,,,,,,,,,,6.0,Nuno Sequeira,True,Braga,Vitoria de Guimaraes,0.0025853399999999985
2455073177.0,326.0,4.0,56.0,107,44.205000000000005,20.128000000000004,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,135638.0,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2454981545.0,45.0,4.0,56.0,288,49.35,44.268,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Offensive', 'Angle', 'OppositeRelatedEvent', 'PassEndX', 'PassEndY', 'Length']","[91, 118, 120, 29, 35, 38, 216, 218]",True,381792.0,46.515,42.908,,,,,,,,,,8.0,Al Musrati,False,Braga,Vitoria de Guimaraes,
2455065901.0,324.0,4.0,56.0,107,56.910000000000004,24.208000000000002,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['Defensive', 'Zone', 'OppositeRelatedEvent', 'KeyPass']","[91, 123, 40, 46, 60]",True,430413.0,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2454981593.0,36.0,4.0,59.0,107,64.47,18.632,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,380620.0,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2455071785.0,325.0,5.0,0.0,107,62.160000000000004,18.496000000000002,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[91, 54]",True,380620.0,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2455071135.0,381.0,5.0,0.0,288,42.839999999999996,49.504000000000005,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Zone']",[55],False,422882.0,,,,,,,,,,,,4.0,Sikou Niakaté,,Braga,Vitoria de Guimaraes,
2454981777.0,37.0,5.0,5.0,107,87.885,21.488000000000003,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",SavedShot,Successful,"['BlockedY', 'GoalMouthY', 'RelatedEventId', 'LowLeft', 'BoxRight', 'BlockedX', 'Zone', 'RegularPlay', 'GoalMouthZ', 'Assisted', 'OppositeRelatedEvent', 'LeftFoot']","[91, 9, 10, 1, 3, 13]",True,380620.0,,,,3.8,52.6,True,324.0,430413.0,98.4,49.3,,,,,Braga,Vitoria de Guimaraes,
2454981825.0,47.0,5.0,5.0,288,3.6750000000000003,36.244,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Save,Successful,"['Hands', 'Collected', 'Zone', 'OppositeRelatedEvent', 'KeeperSaveInTheBox']","[91, 110, 113, 112, 77, 79, 81]",True,296521.0,,,,,,,,,,,,1.0,Matheus,,Braga,Vitoria de Guimaraes,
2454981815.0,46.0,5.0,6.0,288,3.6750000000000003,36.244,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,[],[93],False,296521.0,,,,,,,,,,,,1.0,Matheus,,Braga,Vitoria de Guimaraes,
2454982117.0,48.0,5.0,10.0,288,6.405,35.292,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'KeeperThrow', 'Zone', 'Angle', 'PassEndY']","[91, 36, 37, 215, 218]",True,296521.0,18.69,46.51200000000001,,,,,,,,,,1.0,Matheus,False,Braga,Vitoria de Guimaraes,0.0003668899999999999
,,5.0,10.0,288,18.69,46.51200000000001,,,Carry,,,,,422882.0,21.630000000000003,46.51200000000001,,,,,,,,,,4.0,Sikou Niakaté,False,Braga,Vitoria de Guimaraes,0.0
2454982347.0,49.0,5.0,17.0,288,21.630000000000003,46.51200000000001,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'PassEndY', 'Zone', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,422882.0,28.14,62.83200000000001,,,,,,,,,,4.0,Sikou Niakaté,False,Braga,Vitoria de Guimaraes,-0.0002364500000000009
2454982447.0,50.0,5.0,23.0,288,28.56,62.83200000000001,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'Zone', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,140118.0,23.835,43.452000000000005,,,,,,,,,,6.0,Nuno Sequeira,False,Braga,Vitoria de Guimaraes,0.0002364500000000009
2454982515.0,51.0,5.0,26.0,288,24.044999999999998,43.316,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Length', 'PassEndY', 'Angle']","[91, 117, 30, 36, 38, 215, 218]",True,422882.0,27.195,20.808000000000003,,,,,,,,,,4.0,Sikou Niakaté,False,Braga,Vitoria de Guimaraes,0.0
