id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2442730425.0,2.0,0.0,0.0,2188,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Estoril,Famalicao,
2442730411.0,2.0,0.0,0.0,935,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Estoril,Famalicao,
2442733645.0,41.0,0.0,0.0,935,38.955000000000005,35.904,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[91],True,57579.0,,,,,,,,,,,,8.0,Andre Simoes,,Estoril,Famalicao,
2442829903.0,839.0,0.0,0.0,935,0.0,0.0,11.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Estoril,Famalicao,
2442830143.0,801.0,0.0,0.0,2188,0.0,0.0,11.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Estoril,Famalicao,
2442691959.0,1.0,0.0,0.0,2188,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'PlayerPosition', 'CaptainPlayerId', 'TeamFormation', 'TeamPlayerFormation', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Estoril,Famalicao,
2442696161.0,1.0,0.0,0.0,935,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'InvolvedPlayers', 'TeamPlayerFormation', 'TeamFormation', 'PlayerPosition', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Estoril,Famalicao,
2442730577.0,3.0,0.0,0.0,935,52.5,33.932,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Angle', 'StandingSave', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,69742.0,35.49,34.34,,,,,,,,,,17.0,Rui Fonte,False,Estoril,Famalicao,-0.0055715199999999
,,0.0,0.0,935,35.49,34.34,,,Carry,,,,,57579.0,38.955000000000005,35.904,,,,,,,,,,8.0,Andre Simoes,False,Estoril,Famalicao,0.0
2442735081.0,56.0,0.0,3.0,935,32.655,25.568,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'StandingSave', 'Angle', 'PassEndY', 'PassEndX']","[91, 117, 30, 36, 37, 215, 218]",True,400243.0,33.705000000000005,26.588000000000005,,,,,,,,,,21.0,Dylan Batubinsika,False,Estoril,Famalicao,0.0
2442735223.0,57.0,0.0,4.0,935,34.33500000000001,26.180000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'StandingSave', 'Zone', 'PassEndX', 'Length']","[91, 117, 30, 36, 37, 216, 218]",True,57579.0,37.695,42.16,,,,,,,,,,8.0,Andre Simoes,False,Estoril,Famalicao,0.0013027
,,0.0,4.0,935,37.695,42.16,,,Carry,,,,,422248.0,35.07,45.492,,,,,,,,,,6.0,Alexandre Penetra,False,Estoril,Famalicao,-0.00152184
2442730589.0,4.0,0.0,8.0,935,35.07,45.492,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'StandingSave', 'PassEndY', 'Zone', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,422248.0,33.495,23.256000000000004,,,,,,,,,,6.0,Alexandre Penetra,False,Estoril,Famalicao,-0.0015871199999999
,,0.0,8.0,935,33.495,23.256000000000004,,,Carry,,,,,400243.0,33.495,20.06,,,,,,,,,,21.0,Dylan Batubinsika,False,Estoril,Famalicao,0.0
2442730659.0,5.0,0.0,11.0,935,33.495,20.06,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndX', 'Length', 'PassEndY', 'Zone']","[91, 117, 30, 36, 38, 216, 218]",True,400243.0,36.330000000000005,4.828,,,,,,,,,,21.0,Dylan Batubinsika,False,Estoril,Famalicao,0.0001580499999999
2442730687.0,6.0,0.0,13.0,935,35.595,4.828,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Length', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,333111.0,32.445,21.624,,,,,,,,,,32.0,Martín Aguirregabiria,False,Estoril,Famalicao,-0.0001580499999999
2442730749.0,7.0,0.0,17.0,935,32.655,23.052,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndX', 'Angle', 'PassEndY', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,400243.0,26.355000000000004,46.71600000000001,,,,,,,,,,21.0,Dylan Batubinsika,False,Estoril,Famalicao,-0.00109158
,,0.0,17.0,935,26.355000000000004,46.71600000000001,,,Carry,,,,,422248.0,25.095,43.928,,,,,,,,,,6.0,Alexandre Penetra,False,Estoril,Famalicao,-0.00109158
2442730785.0,8.0,0.0,20.0,935,25.095,43.928,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndX', 'PassEndY', 'StandingSave', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,422248.0,33.075,65.008,,,,,,,,,,6.0,Alexandre Penetra,False,Estoril,Famalicao,-0.00023645
2442730855.0,9.0,0.0,22.0,935,32.445,65.212,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Length', 'Angle', 'Zone', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,136435.0,24.675,47.940000000000005,,,,,,,,,,5.0,Rúben Lima,False,Estoril,Famalicao,0.00023645
,,0.0,22.0,935,24.675,47.940000000000005,,,Carry,,,,,422248.0,26.565,45.968,,,,,,,,,,6.0,Alexandre Penetra,False,Estoril,Famalicao,0.0
2442730877.0,10.0,0.0,25.0,935,26.565,45.968,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Chipped', 'Angle', 'StandingSave', 'Zone', 'PassEndY', 'Length', 'PassEndX', 'Longball']","[91, 117, 124, 127, 36, 38, 215, 218]",True,422248.0,30.345,4.556,,,,,,,,,,6.0,Alexandre Penetra,False,Estoril,Famalicao,-0.00132803
,,0.0,25.0,935,30.345,4.556,,,Carry,,,,,333111.0,27.3,2.9920000000000004,,,,,,,,,,32.0,Martín Aguirregabiria,False,Estoril,Famalicao,-0.00132805
2442730957.0,11.0,0.0,30.0,935,27.3,2.9920000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'StandingSave', 'Angle', 'PassEndX']","[91, 117, 30, 36, 38, 216, 218]",True,333111.0,46.935,1.972,,,,,,,,,,32.0,Martín Aguirregabiria,False,Estoril,Famalicao,0.00270685
,,0.0,30.0,935,46.935,1.972,,,Carry,,,,,361962.0,38.115,1.904,,,,,,,,,,91.0,Heriberto Tavares,False,Estoril,Famalicao,-0.0012207699999999
2442730983.0,12.0,0.0,33.0,935,38.115,1.904,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'PassEndX', 'Length', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,361962.0,30.135,1.972,,,,,,,,,,91.0,Heriberto Tavares,False,Estoril,Famalicao,-0.00148608
2442731021.0,13.0,0.0,35.0,935,30.555000000000003,1.156,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Chipped', 'Zone', 'Length', 'StandingSave', 'PassEndX', 'Longball', 'Angle', 'PassEndY']","[91, 120, 124, 128, 36, 37, 216, 218]",True,333111.0,63.525000000000006,18.564,,,,,,,,,,32.0,Martín Aguirregabiria,True,Estoril,Famalicao,
2442731039.0,3.0,0.0,38.0,2188,36.330000000000005,48.484,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Angle', 'HeadPass', 'Length', 'PassEndX', 'Zone']","[91, 118, 120, 29, 139, 36, 37, 216, 218]",True,421890.0,44.205000000000005,48.75600000000001,,,,,,,,,,,,False,Estoril,Famalicao,
2442731099.0,14.0,0.0,39.0,935,59.115,21.488000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'HeadPass', 'PassEndY', 'Angle', 'StandingSave']","[91, 119, 117, 30, 139, 36, 37, 216, 218]",True,69742.0,66.36,28.9,,,,,,,,,,17.0,Rui Fonte,False,Estoril,Famalicao,0.00311474
2442731113.0,15.0,0.0,41.0,935,66.36,29.852,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndY', 'Length', 'PassEndX', 'StandingSave']","[91, 119, 117, 30, 35, 37, 216, 218]",True,408370.0,57.435,36.652,,,,,,,,,,9.0,Álex Millán,False,Estoril,Famalicao,-0.00307542
,,0.0,41.0,935,57.435,36.652,,,Carry,,,,,57579.0,62.05500000000001,39.57600000000001,,,,,,,,,,8.0,Andre Simoes,False,Estoril,Famalicao,0.00307542
2442731121.0,16.0,0.0,43.0,935,62.05500000000001,39.57600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Zone', 'Angle', 'StandingSave', 'Length', 'PassEndX']","[91, 120, 29, 36, 37, 216, 218]",True,57579.0,69.09,47.804,,,,,,,,,,8.0,Andre Simoes,False,Estoril,Famalicao,
2442731137.0,4.0,0.0,44.0,2188,33.915,17.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave']","[91, 101, 56]",True,437687.0,,,,,,,,,,,,,,,Estoril,Famalicao,
2442731155.0,5.0,0.0,45.0,2188,29.085,21.148000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,444629.0,,,,,,,,,,,,,,,Estoril,Famalicao,
2442731243.0,6.0,0.0,45.0,2188,29.085,21.148000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndY', 'PassEndX', 'Zone', 'Length']","[91, 117, 30, 36, 38, 216, 218]",True,444629.0,35.805,18.02,,,,,,,,,,,,False,Estoril,Famalicao,0.0
2442731251.0,7.0,0.0,48.0,2188,37.17,19.584000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'Zone', 'OppositeRelatedEvent', 'Offensive']","[91, 63]",True,437687.0,,,,,,,,,,,,,,,Estoril,Famalicao,
2442731273.0,17.0,0.0,48.0,935,67.83,48.416,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'StandingSave', 'Foul', 'Zone']",[64],False,136435.0,,,,,,,,,,,,5.0,Rúben Lima,,Estoril,Famalicao,
2442731559.0,8.0,0.0,58.0,2188,38.43,20.74,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Longball', 'Length', 'PassEndX', 'Angle', 'FreekickTaken', 'Zone', 'PassEndY']","[91, 117, 127, 132, 35, 37, 215, 218]",True,436897.0,24.045,59.29600000000001,,,,,,,,,,,,False,Estoril,Famalicao,-0.0042432
2442731567.0,9.0,1.0,7.0,2188,24.255000000000003,58.548,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'StandingSave', 'Length', 'PassEndX', 'Chipped', 'PassEndY', 'Zone', 'Longball']","[91, 120, 124, 128, 36, 38, 216, 218]",True,105928.0,60.69,56.1,,,,,,,,,,,,True,Estoril,Famalicao,
2442731547.0,18.0,1.0,8.0,935,41.265,7.752000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave', 'Head']","[91, 101, 56]",True,333111.0,,,,,,,,,,,,32.0,Martín Aguirregabiria,,Estoril,Famalicao,
2442731597.0,10.0,1.0,9.0,2188,72.34500000000001,47.53200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Zone', 'PassEndX', 'Angle', 'PassEndY']","[91, 120, 29, 35, 37, 217, 218]",True,355704.0,70.56,58.684000000000005,,,,,,,,,,,,False,Estoril,Famalicao,
2442731593.0,19.0,1.0,10.0,935,33.18,11.22,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,372842.0,,,,,,,,,,,,12.0,Gustavo Assunção,,Estoril,Famalicao,
2442731607.0,20.0,1.0,10.0,935,34.965,11.424,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'StandingSave', 'PassEndX', 'Length', 'PassEndY', 'Zone']","[91, 118, 120, 29, 35, 37, 215, 218]",True,372842.0,30.345,16.592,,,,,,,,,,12.0,Gustavo Assunção,False,Estoril,Famalicao,
,,1.0,10.0,935,33.18,11.22,,,Carry,,,,,372842.0,34.965,11.424,,,,,,,,,,12.0,Gustavo Assunção,False,Estoril,Famalicao,0.0
2442731623.0,11.0,1.0,12.0,2188,68.67000000000002,51.476000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Zone', 'Offensive', 'OppositeRelatedEvent', 'StandingSave']","[91, 53]",True,142746.0,,,,,,,,,,,,,,,Estoril,Famalicao,
2442759053.0,221.0,1.0,12.0,935,36.330000000000005,16.524,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'StandingSave', 'Zone']","[91, 142]",True,57579.0,,,,,,,,,,,,8.0,Andre Simoes,,Estoril,Famalicao,
2442731653.0,12.0,1.0,13.0,2188,64.995,48.89200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,329403.0,,,,,,,,,,,,,,,Estoril,Famalicao,
2442731691.0,13.0,1.0,14.0,2188,64.995,48.89200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Length', 'PassEndY', 'Angle', 'Zone']","[91, 119, 117, 30, 35, 38, 216, 218]",True,329403.0,61.95,37.536,,,,,,,,,,,,False,Estoril,Famalicao,0.0006193799999999
2442731727.0,14.0,1.0,16.0,2188,61.32,36.652,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndX', 'PassEndY', 'StandingSave', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,444629.0,60.375,16.66,,,,,,,,,,,,False,Estoril,Famalicao,-0.0038525699999999
2442731771.0,15.0,1.0,18.0,2188,61.11000000000001,13.328,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'StandingSave', 'Length', 'PassEndY', 'Angle']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,421842.0,71.715,2.788,,,,,,,,,,,,False,Estoril,Famalicao,0.00251782
2442731781.0,16.0,1.0,20.0,2188,73.815,2.3800000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'Zone', 'PassEndY', 'Angle', 'StandingSave']","[91, 120, 29, 36, 37, 217, 218]",True,437687.0,89.775,5.78,,,,,,,,,,,,True,Estoril,Famalicao,
2442731805.0,22.0,1.0,22.0,935,18.69,61.132000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,422248.0,,,,,,,,,,,,6.0,Alexandre Penetra,,Estoril,Famalicao,
2442731839.0,23.0,1.0,22.0,935,17.745,61.2,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'StandingSave', 'Longball', 'PassEndY', 'Zone']","[91, 117, 127, 36, 37, 216, 218]",True,422248.0,48.510000000000005,62.83200000000001,,,,,,,,,,6.0,Alexandre Penetra,False,Estoril,Famalicao,0.0040349
,,1.0,22.0,935,48.510000000000005,62.83200000000001,,,Carry,,,,,432217.0,63.42,61.744,,,,,,,,,,14.0,Junior Kadile,True,Estoril,Famalicao,0.00496716
2442731913.0,24.0,1.0,31.0,935,63.42,61.744,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Zone', 'Offensive', 'OppositeRelatedEvent', 'Foul']","[91, 63]",True,432217.0,,,,,,,,,,,,14.0,Junior Kadile,,Estoril,Famalicao,
2442731967.0,17.0,1.0,31.0,2188,41.580000000000005,6.256,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['StandingSave', 'Foul', 'Zone', 'OppositeRelatedEvent', 'Defensive']",[64],False,421842.0,,,,,,,,,,,,,,,Estoril,Famalicao,
2442732049.0,25.0,1.0,40.0,935,56.49,59.84,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['FreekickTaken', 'PassEndY', 'PassEndX', 'Zone', 'StandingSave', 'Angle', 'Length']","[91, 117, 30, 132, 35, 38, 216, 218]",True,136435.0,46.515,58.61600000000001,,,,,,,,,,5.0,Rúben Lima,False,Estoril,Famalicao,-0.0008905599999999
,,1.0,40.0,935,46.515,58.61600000000001,,,Carry,,,,,57579.0,46.30500000000001,53.312000000000005,,,,,,,,,,8.0,Andre Simoes,False,Estoril,Famalicao,0.0
2442732127.0,26.0,1.0,43.0,935,46.30500000000001,53.312000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndX', 'PassEndY', 'Length', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,57579.0,36.96000000000001,26.588000000000005,,,,,,,,,,8.0,Andre Simoes,False,Estoril,Famalicao,-0.00121894
,,1.0,43.0,935,36.96000000000001,26.588000000000005,,,Carry,,,,,400243.0,38.325,23.732,,,,,,,,,,21.0,Dylan Batubinsika,False,Estoril,Famalicao,6.527999999999916e-05
2442732173.0,27.0,1.0,46.0,935,38.325,23.732,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndY', 'Angle', 'PassEndX', 'Length']","[91, 117, 30, 36, 38, 216, 218]",True,400243.0,43.365,3.604,,,,,,,,,,21.0,Dylan Batubinsika,False,Estoril,Famalicao,-0.0014290699999999
2442732271.0,28.0,1.0,49.0,935,43.785,2.9920000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndX', 'Zone', 'Length', 'PassEndY']","[91, 119, 117, 30, 36, 37, 216, 218]",True,333111.0,66.465,18.224,,,,,,,,,,32.0,Martín Aguirregabiria,True,Estoril,Famalicao,0.00686788
,,1.0,49.0,935,66.465,18.224,,,Carry,,,,,69742.0,69.825,4.352,,,,,,,,,,17.0,Rui Fonte,False,Estoril,Famalicao,-0.00190072
2442732323.0,29.0,1.0,56.0,935,69.825,4.352,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Zone', 'Angle', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 37, 216, 218]",True,69742.0,41.895,15.504,,,,,,,,,,17.0,Rui Fonte,False,Estoril,Famalicao,-0.0090741
,,1.0,56.0,935,41.895,15.504,,,Carry,,,,,400243.0,43.05,18.02,,,,,,,,,,21.0,Dylan Batubinsika,False,Estoril,Famalicao,0.0005445499999999
2442732403.0,30.0,1.0,59.0,935,43.05,18.02,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'StandingSave', 'PassEndY', 'Zone', 'Length']","[91, 117, 30, 35, 37, 216, 218]",True,400243.0,42.84,42.024,,,,,,,,,,21.0,Dylan Batubinsika,False,Estoril,Famalicao,-6.527999999999916e-05
,,1.0,59.0,935,42.84,42.024,,,Carry,,,,,422248.0,48.405,45.56,,,,,,,,,,6.0,Alexandre Penetra,False,Estoril,Famalicao,0.0016648199999999
2442732433.0,31.0,2.0,3.0,935,48.405,45.56,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndY', 'PassEndX', 'Angle', 'Length']","[91, 117, 30, 36, 37, 216, 218]",True,422248.0,48.615,63.17200000000001,,,,,,,,,,6.0,Alexandre Penetra,False,Estoril,Famalicao,-0.0018078399999999
2442732531.0,32.0,2.0,5.0,935,49.245,61.948,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndX', 'StandingSave', 'Angle', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,136435.0,36.645,46.580000000000005,,,,,,,,,,5.0,Rúben Lima,False,Estoril,Famalicao,0.0002082999999999
,,2.0,5.0,935,36.645,46.580000000000005,,,Carry,,,,,422248.0,47.04,38.48800000000001,,,,,,,,,,6.0,Alexandre Penetra,True,Estoril,Famalicao,0.00215424
2442732599.0,33.0,2.0,11.0,935,47.04,38.48800000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'StandingSave', 'Longball', 'Chipped', 'Zone', 'PassEndY']","[91, 119, 117, 124, 127, 205, 36, 37, 217, 218]",True,422248.0,100.38,56.440000000000005,,,,,,,,,,6.0,Alexandre Penetra,True,Estoril,Famalicao,0.0316312299999999
2442732615.0,34.0,2.0,16.0,935,100.38,56.848,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'StandingSave', 'PassEndX', 'Cross', 'Zone', 'PassEndY', 'LeftFoot', 'Angle', 'Chipped']","[91, 138, 124, 126, 36, 38, 217, 218]",True,432217.0,101.43,38.692,,,,,,,,,,14.0,Junior Kadile,True,Estoril,Famalicao,
2442732685.0,18.0,2.0,17.0,2188,2.8350000000000004,29.036000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['StandingSave', 'Length', 'Zone', 'Angle', 'PassEndY', 'PassEndX']","[91, 94, 95, 215]",True,436897.0,6.93,15.98,,,,,,,,,,,,,Estoril,Famalicao,
2442732697.0,19.0,2.0,18.0,2188,6.825,15.98,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,421842.0,,,,,,,,,,,,,,,Estoril,Famalicao,
2442732717.0,20.0,2.0,19.0,2188,6.825,15.98,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'PassEndX', 'StandingSave', 'PassEndY', 'Longball', 'Zone']","[91, 118, 120, 128, 36, 37, 215, 218]",True,421842.0,34.33500000000001,27.676000000000005,,,,,,,,,,,,False,Estoril,Famalicao,
2442732753.0,35.0,2.0,21.0,935,68.565,36.108,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'HeadPass', 'Length', 'Angle', 'PassEndY']","[91, 119, 117, 30, 139, 205, 36, 37, 217, 218]",True,372842.0,77.59500000000001,42.908,,,,,,,,,,12.0,Gustavo Assunção,False,Estoril,Famalicao,0.0041516999999999
2442732759.0,36.0,2.0,22.0,935,77.07000000000001,42.908,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,69742.0,,,,,,,,,,,,17.0,Rui Fonte,,Estoril,Famalicao,
,,2.0,22.0,935,77.07000000000001,42.908,,,Carry,,,,,69742.0,74.34,46.852,,,,,,,,,,17.0,Rui Fonte,False,Estoril,Famalicao,0.0
2442732767.0,37.0,2.0,24.0,935,74.34,46.852,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Offensive', 'StandingSave', 'OppositeRelatedEvent', 'Zone']","[91, 53]",True,69742.0,,,,,,,,,,,,17.0,Rui Fonte,,Estoril,Famalicao,
2442732795.0,21.0,2.0,25.0,2188,30.66,21.148000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['OppositeRelatedEvent', 'StandingSave', 'Defensive', 'Zone']","[91, 143]",True,421892.0,,,,,,,,,,,,,,,Estoril,Famalicao,
2442732805.0,22.0,2.0,25.0,2188,30.450000000000003,22.984,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,421892.0,,,,,,,,,,,,,,,Estoril,Famalicao,
2442732861.0,23.0,2.0,26.0,2188,30.450000000000003,23.392,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'StandingSave', 'Angle', 'PassEndX', 'PassEndY']","[91, 117, 30, 36, 37, 215, 218]",True,421892.0,31.290000000000003,36.720000000000006,,,,,,,,,,,,False,Estoril,Famalicao,0.0002191399999999
2442732889.0,24.0,2.0,28.0,2188,30.765,42.84,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'PassEndY', 'Zone', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,142746.0,25.62,53.65200000000001,,,,,,,,,,,,False,Estoril,Famalicao,-0.0016808
2442732941.0,25.0,2.0,31.0,2188,26.67,53.17600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Angle', 'Length', 'PassEndY', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,105928.0,17.64,47.464,,,,,,,,,,,,False,Estoril,Famalicao,-0.00081745
2442732981.0,26.0,2.0,34.0,2188,17.325,47.464,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'PassEndY', 'Length', 'StandingSave', 'Zone']","[91, 117, 30, 36, 38, 215, 218]",True,421890.0,21.21,20.876,,,,,,,,,,,,False,Estoril,Famalicao,0.00023559
2442733055.0,27.0,2.0,37.0,2188,23.1,18.428,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Angle', 'Zone', 'PassEndX', 'Length']","[91, 117, 30, 36, 38, 215, 218]",True,436897.0,27.615,4.42,,,,,,,,,,,,False,Estoril,Famalicao,-0.00023645
2442733085.0,28.0,2.0,40.0,2188,32.550000000000004,7.684000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'PassEndX', 'StandingSave', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,421842.0,21.525,17.612000000000002,,,,,,,,,,,,False,Estoril,Famalicao,0.00023645
2442733161.0,29.0,2.0,42.0,2188,25.200000000000003,19.448000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Length', 'PassEndX', 'PassEndY', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,436897.0,26.565,45.288,,,,,,,,,,,,False,Estoril,Famalicao,0.0
